CycID,BH.Q,PER,F_ZT0,F_ZT0.1,F_ZT0.2,F_ZT4,F_ZT4.1,F_ZT4.2,F_ZT8,F_ZT8.1,F_ZT8.2,F_ZT12,F_ZT12.1,F_ZT12.2,F_ZT16,F_ZT16.1,F_ZT16.2,F_ZT20,F_ZT20.1,F_ZT20.2,gene_product,transcript_product,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000948-RA,8.73E-04,24,490.557,350.931,443.279,365.391,489.773,575.82,317.909,552.274,448.114,335.311,325.57,72.2645,356.018,349.53,414.018,369.569,358.903,377.817,protein YIPF ,protein YIPF ,GO:0016021, GO:0016020, GO:0016020, GO:0016021, GO:0006888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013043-RA,2.29E-05,24,13257,10123,15723,15649,15857,21858,13988,18930,18700,6977,6960,1463,3538,4249,3864,5690,6733,6662,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006032-RA,0.01700415,24,4603,3473,5104,2111,1986,2918,1458,1843,1586,4335,4821,2034,4866,5531,4576,5015,5073,4695,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000743-RB,9.55E-06,24,3217,2725,4043,3951,4368,5595,3486,4878,4618,1873,1661,61,884,1061,1029,1500,1860,1687,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005528-RA,0.039930755,16,2732,1881,2721,2351,2214,3191,2581,3650,3240,3268,2670,96,2420,2584,2543,2643,2589,2485,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006063-RA,0.030003949,24,2228,1462,3328,2759,3405,3761,2139,4334,3920,1666,1775,435,1387,2123,2763,1556,2115,1916,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000586-RA,0.030003949,24,1671,509,1718,1265,669,1219,1986,3340,3853,2071,1964,34,1686,1747,2372,1356,1003,1776,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029542-RA,0.030003949,24,709,761,619,787,783,847,602,1055,998,920,806,301,748,774,942,702,672,636,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006963-RA,0.012864973,20,604,470,840,518,486,774,395,594,584,468,427,3702,478,479,525,696,634,615,mitochondrial carrier homolog 1 ,mitochondrial carrier homolog 1 ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009995-RA,0.012864973,24,955,1177,1078,547,507,682,383,708,482,460,296,1569,521,602,694,447,655,393,anoctamin 10 ,anoctamin 10 ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006546-RA,6.03E-04,24,272,271,384,138,184,199,277,398,427,521,380,3735,435,827,927,510,610,593,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005150-RA,0.001855286,24,395,397,372,342,340,481,323,594,448,869,747,40,646,933,891,453,581,472,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007553-RA,1.24E-04,24,199,136,224,243,274,222,287,512,560,547,470,1744,394,619,566,405,362,387,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009388-RA,0.002571701,24,440.687,155.156,653.372,592.096,661.317,1274.74,406.044,598.706,763.991,67.5384,72.8255,4,119.013,63.3489,142.216,74.6306,81.7805,214.521,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007851-RA,0.00946299,24,292,108,398,151,187,296,147,428,510,735,518,89,515,399,637,355,213,386,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009388-RB,6.03E-04,24,472.313,326.844,621.628,470.904,609.683,741.263,237.956,489.294,482.009,141.462,127.174,0,171.987,134.651,194.784,322.369,130.219,247.479,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006543-RA,0.001855286,24,211,149.406,218,133,149,181,207,340,339,719,508,144,341,320,471,297,345.216,250,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007611-RA,0.001269188,20,158,148,214,86,101,112,154,242,292,368,205,989,258,341,405,183,160,225,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011641-RA,0.005153499,24,145,54,122,198,157,298,101,187,312,138,66,1819,65,68,82,80,112,109,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001040-RA,0.007036104,20,286,194,335,226,217,299,132,210,193,159,138,3,233,246,229,334,261,269,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP028076-RA,0.030003949,16,118,113,135,110,136,199,144,232,219,178,152,22,187,191,202,207,194,177,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013004-RA,0.007036104,24,51,47,79,47,102,76,58,139,107,196,119,677,106,127,117,84,75,112,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001044-RA,0.003701424,24,74,27,85,62,76,107,72,157,99,298,191,20,172,227,161,138,58,129,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010479-RA,8.73E-04,24,197.936,110.302,160.564,101.619,71.9525,117.856,52.8355,78.7388,69.5498,32.3911,52.4016,20,98.447,73.6811,134.619,133.738,111.824,144.463,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007529-RA,0.022880709,20,92,54,77,98,112,146,78,132,143,108,108,6,75,43,75,81,48,84,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003534-RA,0.007036104,24,116,81,139,94,94,118,57,95,75,33,52,0,81,44,69,73,68,88,UPF0443 protein AGAP003534 ,UPF0443 protein AGAP003534 ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004125-RA,0.030003949,8,5,3,4,53,54,70,14,32,12,46,24,5,17,7,7,12,5,9,protein osiris 2 ,protein osiris 2 ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007564-RA,0.001269188,24,19,13,22,15,19,25,10,11,26,16,9,0,1,6,4,9,6,6,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008432-RB,0.00946299,20,4253.28,3133.7,5539.12,2235.7,2733.54,3354.24,1456.49,2968.23,3343.27,3178.38,2510.16,337.174,4978.42,4838.1,5439.68,4284.49,2961.53,4836.4,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008432-RA,0.001855286,24,2446.72,1850.3,2827.88,1213.3,1435.46,1872.76,1081.51,1841.77,2251.73,2209.62,1725.84,492.826,3667.58,3310.9,3331.32,3166.51,2392.47,3068.6,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012406-RB,0.00946299,16,381.696,391.583,501.866,321.926,227.506,371.216,376.881,697.387,607.203,681.149,416.999,13042.2,359.846,442.82,439.733,462.479,386.457,315.44,uncharacterized protein slr0305 ,uncharacterized protein slr0305 ,GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012258-RA,0.001855286,24,1153.01,1041.22,982.244,946.751,1107.76,1303.72,960.893,1655.04,1384.83,837.633,771.489,421.439,629.01,1003.7,861.226,817.036,745.686,761.656,lysophospholipid acyltransferase 5 ,lysophospholipid acyltransferase 5 ,GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP028648-RB,0.030003949,20,608.924,394.159,1205.29,591.015,697.374,1333.53,848.202,1555.83,1364.88,1249.3,685.97,122.905,688.537,545.547,704.144,736.223,428.831,752.187,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012258-RB,0.003701424,24,902.987,608.778,857.756,707.249,772.243,1056.28,845.107,1137.96,906.172,594.367,456.511,657.561,553.99,527.303,753.774,533.964,711.314,629.344,lysophospholipid acyltransferase 5 ,lysophospholipid acyltransferase 5 ,GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003660-RA,0.012864973,24,115,157,181,93,116,93,66,90,107,60,34,0,120,128,133,126,120,126,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007064-RA,9.55E-06,24,583.746,460.902,653.327,282.581,291.268,397.536,134.731,244.367,235.147,63.1659,75.2252,1.68325,125.446,208.375,147.796,211.378,305.337,337.596,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007064-RB,0.002571701,24,80.7773,95.8593,110.747,33.5306,12.953,37.5343,10.6781,13.1685,6.31707,3.43781,9.9915,9.14852,17.6135,20.693,18.1883,15.4969,31.424,41.7139,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008310-RA,0.00946299,24,525,510,573,516.28,486.561,738.638,537,936.993,760.722,867.764,643.466,251.725,778.432,780.607,794.117,770.995,721.326,561.016,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008626-RB,0.002571701,24,383.666,405.485,416.025,500.771,288.09,431.688,354.9,336.483,356.146,79.7475,44.6215,60.9407,39.7035,106.303,70.7629,57.924,160.581,136.492,Androgen-induced 1 ,Androgen-induced 1 ,GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016021, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029901-RB,0.008927566,24,0.0851877,2.61611,6.18878,1.41353,8.95E-08,0,3.26572,7.5548,0,48.087,23.8949,0,25.4015,39.0838,15.3693,25.2866,20.8372,29.6312,unspecified product ,unspecified product ,GO:0016021, GO:0016020, GO:0055085, GO:0022857, GO:0016021, GO:0016020, GO:0055085, GO:0022857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011954-RB,0.01700415,24,1588.14,1571.85,1473.2,2169.67,1425.23,2252.76,1701.7,2042.25,2038.46,2806.75,1371.75,149.129,1617.91,1130.02,1680.89,1138,1160.97,941.188,unspecified product ,unspecified product ,GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029895-RA,0.00946299,20,660.193,697.593,548.805,277.552,315.377,340.43,419.53,613.414,562.531,734.489,504.919,516,609.483,736.395,703.174,404.314,394.153,359.869,unspecified product ,unspecified product ,GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006101-RA,1.24E-04,24,1796,2028,2047,1922,1706,2288,2325,3472,2472,1778,1491,2836,784,856,1067,680,770,616,unspecified product ,unspecified product ,GO:0016021, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001974-RA,0.007036104,24,84,47,93,66,74,105,76,121,153,106,123,9,84,51,78,77,47,68,organic solute transporter subunit alpha ,organic solute transporter subunit alpha ,GO:0016021, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012761-RA,0.005153499,24,9.3407,4.69385,32.9867,2.78612,12,4,4,14.5894,22.2027,57.5068,44,0,45.5507,29.0793,78.29,35.1002,30.1555,17.2397,Synaptic vesicle protein ,Synaptic vesicle protein ,GO:0016021, GO:0016021, GO:0022857, GO:0055085, GO:0055085, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008387-RA,0.001269188,24,240,201,273,261,353,554,441,689,596,594,327,220,270,204,230,189,225,163,unspecified product ,unspecified product ,GO:0016021, GO:0022857, GO:0016020, GO:0055085, GO:0022857, GO:0055085, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010343-RB,2.98E-04,24,396.346,279.773,340.869,542.187,507.756,676.627,549.9,951.623,598.437,575.415,359.852,0,203.936,253.674,242.311,198.101,267.94,178.162,CTL-like protein 2 ,CTL-like protein 2 ,GO:0016021, GO:0022857, GO:0055085, GO:0016021, GO:0022857, GO:0055085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010343-RA,4.11E-04,20,185.654,249.227,309.131,448.813,449.244,621.373,564.1,845.377,688.563,528.585,337.148,14,110.064,221.326,190.689,268.899,225.06,162.838,CTL-like protein 2 ,CTL-like protein 2 ,GO:0016021, GO:0022857, GO:0055085, GO:0016021, GO:0022857, GO:0055085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003303-RA,6.03E-04,24,141,167,207,203,168,298,317,573,488,537,481,11232,232,311,295,258,179,214,unspecified product ,unspecified product ,GO:0016021, GO:0022857, GO:0055085, GO:0022857, GO:0055085, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001202-RA,0.003701424,20,25,23,25,7,14,4,8,7,10,64,53,150,92,51,79,52,17,12,organic cation transporter ,organic cation transporter ,GO:0016021, GO:0022857, GO:0055085, GO:0022857, GO:0055085, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004107-RB,0.022880709,24,209.391,131.112,141.619,68.7059,102.662,114.599,85.68,208.484,141.287,271.067,237.786,227.188,209.087,173.655,252.748,196.195,230.941,142.546,unspecified product ,unspecified product ,GO:0016021, GO:0022857, GO:0055085, GO:0022857, GO:0055085, GO:0016020, GO:0016021, GO:0016021, GO:0016021, GO:0022857, GO:0055085, GO:0022857, GO:0055085, GO:0016020, GO:0016021, GO:0016021, GO:0016021, GO:0022857, GO:0055085, GO:0022857, GO:0055085, GO:0016020, GO:0016021, GO:0016021, GO:0016021, GO:0022857, GO:0055085, GO:0022857, GO:0055085, GO:0016020, GO:0016021, GO:0016021,,,,,
AGAP001336-RA,0.012864973,24,69,66,115,89,90,88,42,85,81,60,31,35,51,60,63,27,55,25,unspecified product ,unspecified product ,GO:0016021, GO:0022857, GO:0055085, GO:0055085, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP028030-RA,0.00946299,20,1158,897,1416,400,320,463,395,636,639,513,300,45,790,905,790,937,912,956,unspecified product ,unspecified product ,GO:0016021, GO:0030030, GO:0005929, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012190-RA,0.003701424,24,558,464,832,641,620,804,653,1062,1074,703,591,7904,551,661,907,504,417,651,unspecified product ,unspecified product ,GO:0016021, GO:0035556, GO:0035556, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002363-RA,0.001855286,24,229,151,270,266,326,351,189,318,258,137,193,1,165,193,146,209,136,184,unspecified product ,unspecified product ,GO:0016021, GO:0045454, GO:0005623, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003357-RA,0.012864973,24,350,208,413,278,251,413,304,445,433,863,698,115,525,512,465,484,367,444,RAG1-activating protein 1-like protein ,RAG1-activating protein 1-like protein ,GO:0016021, GO:0051119, GO:0008643, GO:0051119, GO:0008643, GO:0016021, GO:0005886, GO:0016021, GO:0008643, GO:0034219, GO:0005886, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,
AGAP009284-RA,0.001855286,24,1201,1448,1208,1361,1449,1804,2708,4643,3399,3811,2858,2018,2516,2848,3239,1909,1954,1747,unspecified product ,unspecified product ,GO:0016021, GO:0055085, GO:0016021, GO:0055085, GO:0055085, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007253-RB,0.005153499,24,136.011,121.82,70.9928,45.2065,40.2779,46.972,45.0667,85.762,59.1992,150.91,59.6329,36.5503,129.817,141.396,261.735,159.08,173.434,70.8841,unspecified product ,unspecified product ,GO:0016021, GO:0055085, GO:0022857, GO:0016021, GO:0055085, GO:0022857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005530-RA,0.030003949,24,220,147,168,135,97,171,237,310,242,571,421,21,256,363,302,267,294,305,organic cation transporter ,organic cation transporter ,GO:0016021, GO:0055085, GO:0022857, GO:0022857, GO:0055085, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007054-RA,0.007036104,24,145,57,202,141,139,162,137,391,399,609,273,307,318,181,309,262,46,143,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member ","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member ",GO:0016021, GO:0098656, GO:0015141, GO:0015746, GO:0015137, GO:0015137, GO:0015141, GO:0015746, GO:0098656, GO:0016021, GO:0016020, GO:0055085, GO:0022857, GO:0022857, GO:0055085, GO:0071422, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,
AGAP012146-RA,0.01700415,20,579,459,415,361,321,386,224,434,345,368,368,168,621,635,639,438,610,463,phosphatidylserine synthase 1 ,phosphatidylserine synthase 1 ,GO:0016021, GO:0106245, GO:0006659, GO:0005789, GO:0006659, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009104-RA,0.030003949,20,304.439,254.646,368.617,313.317,356.287,399.741,282.488,472.235,401.915,432.125,347.817,21.1276,385.62,369.505,373.058,360.156,407.024,341.646,unspecified product ,unspecified product ,GO:0016042, GO:0016298, GO:0005615, GO:0016298, GO:0016042, GO:0005615, GO:0016298, GO:0004806, GO:0006629, GO:0052689, GO:0006629, GO:0005576, GO:0004806, GO:0006629, GO:0005576, GO:0016298, GO:0052689, GO:0006629, GO:0005576, GO:0004806, GO:0006629, GO:0005576, GO:0016298, GO:0052689, GO:0006629, GO:0005576,,,,,,,,,,,
AGAP029656-RA,0.00946299,20,572,908,606,702,789,1075,1047,2246,1415,935,750,2834,800,1143,1135,593,881,598,unspecified product ,unspecified product ,GO:0016043, GO:0005085, GO:0005085, GO:0004672, GO:0005524, GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002438-RA,0.030003949,24,343.799,311.711,402.301,274.099,216.08,333.218,135.743,243.823,243.99,255.037,140.652,240.41,390.232,266.695,428.966,441.823,400.694,322.027,tyrosine-protein phosphatase non-receptor type 11 ,tyrosine-protein phosphatase non-receptor type 11 ,GO:0016043, GO:0040011, GO:0009653, GO:0004725, GO:0042221, GO:0048666, GO:0016311, GO:0016791, GO:0006470, GO:0004721, GO:0004725, GO:0004725, GO:0016787, GO:0016791, GO:0006470, GO:0016311, GO:0035335, GO:0048666, GO:0042221, GO:0040011, GO:0016043, GO:0009653, GO:0005737, GO:0004725, GO:0016311, GO:0016791, GO:0006470, GO:0004721, GO:0004725, GO:0004725, GO:0016787, GO:0016791, GO:0006470, GO:0016311, GO:0035335, GO:0005737,
AGAP011837-RA,0.022880709,24,251,140,356,210,225,297,130,205,234,150,168,1,144,129,149,202,215,227,U6 snRNA-associated Sm-like protein LSm8 [Source:UniProtKB/TrEMBL;Acc:Q7PZC3] ,U6 snRNA-associated Sm-like protein LSm8 [Source:UniProtKB/TrEMBL;Acc:Q7PZC3] ,GO:0016070, GO:0000398, GO:0003723, GO:0005688, GO:0071011, GO:0046540, GO:0003723, GO:0000398, GO:0016070, GO:0005688, GO:0046540, GO:0071011, GO:0000398, GO:0005688, GO:0046540, GO:0003723, GO:0000398, GO:0000398, GO:0006397, GO:0008380, GO:0005634, GO:0005681, GO:0005688, GO:0005688, GO:0046540, GO:0046540,,,,,,,,,,,
AGAP002348-RA,0.007036104,20,143,90,133,71,73,92,45,73,57,69,89,2,110,102,113,102,110,109,exosome complex component RRP45 ,exosome complex component RRP45 ,GO:0016075, GO:0034476, GO:0043928, GO:0034427, GO:0000177, GO:0071042, GO:0034473, GO:0034475, GO:0000467, GO:0071038, GO:0071028, GO:0000176, GO:0071035, GO:0000467, GO:0016075, GO:0034427, GO:0034473, GO:0034475, GO:0034476, GO:0043928, GO:0071028, GO:0071035, GO:0071038, GO:0071042, GO:0000176, GO:0000177, GO:0000178, GO:0006396, GO:0006396, GO:0000178,,,,,,,
AGAP003240-RA,0.002571701,24,304,319,421,364,333,458,252,493,485,327,282,3705,238,354,387,323,340,299,Protein jagunal ,Protein jagunal ,GO:0016192, GO:0005789, GO:0007029, GO:0016021, GO:0005789, GO:0007029, GO:0007029, GO:0005789, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001446-RA,0.01700415,24,85.8157,107.18,86.1234,66.5957,113.482,152.867,155.627,208.993,180.335,189.6,188.985,7445.06,93.3165,124.692,167.439,127.9,126.252,69.4896,"AMP-activated protein kinase, gamma regulatory subunit ","AMP-activated protein kinase, gamma regulatory subunit ",GO:0016208, GO:0050790, GO:0006468, GO:0005737, GO:0031588, GO:0019901, GO:0042149, GO:0019887, GO:0005634, GO:0032559, GO:0071900, GO:0032559, GO:0071900, GO:0032559, GO:0071900, GO:0032559, GO:0071900, GO:0071900, GO:0032559, GO:0071900, GO:0032559,,,,,,,,,,,,,,,,
AGAP007169-RA,0.012864973,24,365.85,383.119,424.715,395.85,457.886,463.016,401.559,665.63,629.44,771.963,477.109,750.086,758.816,891.547,994.455,670.275,277.845,478.05,sestrin ,sestrin ,GO:0016239, GO:1904262, GO:1990253, GO:0016684, GO:0070728, GO:0071233, GO:0005737, GO:0031932, GO:0061700, GO:0016684, GO:0070728, GO:0016239, GO:0071230, GO:0071233, GO:1904262, GO:1990253, GO:0005634, GO:0005737, GO:1901031, GO:0055114, GO:1901031, GO:0005634,,,,,,,,,,,,,,,
AGAP004205-RA,8.73E-04,20,141,107,110,128,182,211,100,178,153,83,95,4,87,78,118,98,139,148,N-sulfoglucosamine sulfohydrolase ,N-sulfoglucosamine sulfohydrolase ,GO:0016250, GO:0008449, GO:0030200, GO:0006027, GO:0005539, GO:0005539, GO:0008449, GO:0008484, GO:0016250, GO:0006027, GO:0030200, GO:0003824, GO:0008484, GO:0003824, GO:0008484,,,,,,,,,,,,,,,,,,,,,,
AGAP005673-RA,0.01700415,20,27,47,64,19,29,28,9,27,22,17,6,8,66,39,41,36,50,38,Protein-lysine N-methyltransferase AgaP_AGAP005673 [Source:UniProtKB/TrEMBL;Acc:Q7Q6T8] ,Protein-lysine N-methyltransferase AgaP_AGAP005673 [Source:UniProtKB/TrEMBL;Acc:Q7Q6T8] ,GO:0016279, GO:0005737, GO:0018027, GO:0018026, GO:0016279, GO:0018026, GO:0018027, GO:0005737, GO:0008168, GO:0008168, GO:0008168, GO:0016279, GO:0016740, GO:0018022, GO:0032259, GO:0005737,,,,,,,,,,,,,,,,,,,,,
AGAP004794-RA,0.01700415,24,1044,580,1238,598,607,719,220,364,371,668,458,244,491,847,734,766,987,1124,pancreatic triacylglycerol lipase ,pancreatic triacylglycerol lipase ,GO:0016298, GO:0016298, GO:0016042, GO:0005615, GO:0005615, GO:0016042, GO:0006629, GO:0016298, GO:0052689, GO:0006629, GO:0005576, GO:0004806,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029820-RB,4.24E-05,24,17793.6,14669.3,23826.4,17096.8,17492.6,24153.4,11341.2,18116.6,18730.2,9624.19,6686.74,275.871,8919.62,7776.89,9297.54,11029.1,13240.6,11625.7,unspecified product ,unspecified product ,GO:0016301, GO:0004111, GO:0016301, GO:0046314, GO:0005524, GO:0004054, GO:0046314, GO:0004111, GO:0016301, GO:0016772, GO:0003824, GO:0000166, GO:0003824, GO:0004111, GO:0005524, GO:0016301, GO:0016301, GO:0016740, GO:0016772, GO:0016310, GO:0046314, GO:0005524, GO:0004111, GO:0046314, GO:0004054, GO:0016772, GO:0016301, GO:0003824, GO:0000166, GO:0003824, GO:0004111, GO:0005524, GO:0016301, GO:0016301, GO:0016740, GO:0016772, 
